chinese_char,source_syllable,p_syllable_given_char,path
㖸,gha,0.2791,direct
㖸,ghu,0.1099,direct
㖸,ghā,0.0583,direct
㖸,kra,0.0051,direct
㖸,sro,0.0051,direct
㘕,laṃ,0.1279,direct
㘕,lan,0.0321,direct
㘕,le,0.0321,direct
㘕,lak,0.0311,direct
㘕,lum,0.0311,direct
䠠,ta,0.2285,lhan_backoff
䠠,da,0.1125,lhan_backoff
䠠,ti,0.1037,lhan_backoff
䠠,ḍa,0.0598,lhan_backoff
䠠,dha,0.0475,lhan_backoff
一,ic,0.1013,direct
一,vās,0.0881,direct
一,vaj,0.052,direct
一,vas,0.052,direct
一,va,0.0295,direct
丁,tam,0.0258,direct
丁,tañ,0.0258,direct
丁,tuj,0.0258,direct
丁,tāj,0.0258,direct
丁,tatk,0.0253,direct
七,sap,0.1141,direct
七,sat,0.0279,direct
七,saṃg,0.0279,direct
七,sūt,0.0279,direct
七,sad,0.0273,direct
三,sa,0.084,direct
三,sam,0.0728,direct
三,saṃ,0.0459,direct
三,sat,0.0407,direct
三,saṃg,0.0407,direct
上,kra,0.0092,direct
上,sro,0.0092,direct
上,ña,0.0092,direct
上,ñā,0.0092,direct
上,śma,0.0092,direct
不,bhe,0.1291,direct
不,bhaṅ,0.0325,direct
不,bhuk,0.0325,direct
不,bhās,0.0325,direct
不,bhā,0.0305,direct
且,ca,0.1805,lhan_backoff
且,ja,0.0977,lhan_backoff
且,cā,0.0752,lhan_backoff
且,jā,0.0677,lhan_backoff
且,cī,0.0677,lhan_backoff
世,śe,0.1666,direct
世,śa,0.0588,direct
世,śam,0.0241,direct
世,śat,0.0241,direct
世,śud,0.0241,direct
丘,kṣa,0.142,direct
丘,kṣan,0.142,direct
丘,kṣud,0.142,direct
丘,kṣān,0.142,direct
丹,tam,0.0258,direct
丹,tañ,0.0258,direct
丹,tuj,0.0258,direct
丹,tāj,0.0258,direct
丹,tatk,0.0253,direct
之,kra,0.0092,direct
之,sro,0.0092,direct
之,ña,0.0092,direct
之,ñā,0.0092,direct
之,śma,0.0092,direct
乘,kra,0.0092,direct
乘,sro,0.0092,direct
乘,ña,0.0092,direct
乘,ñā,0.0092,direct
乘,śma,0.0092,direct
乞,ka,0.3398,lhan_backoff
乞,ga,0.145,lhan_backoff
乞,ku,0.0844,lhan_backoff
乞,kā,0.039,lhan_backoff
乞,kha,0.0368,lhan_backoff
也,ya,0.0769,direct
也,yan,0.0536,direct
也,yast,0.0536,direct
也,yaḥ,0.0536,direct
也,yut,0.0536,direct
乾,gaṅ,0.102,direct
乾,gan,0.0945,direct
乾,gī,0.0403,direct
乾,gar,0.0387,direct
乾,gañ,0.0387,direct
于,vār,0.2317,direct
于,vast,0.0358,direct
于,vat,0.0358,direct
于,vī,0.0358,direct
于,vaj,0.0343,direct
亘,ka,0.3398,lhan_backoff
亘,ga,0.145,lhan_backoff
亘,ku,0.0844,lhan_backoff
亘,kā,0.039,lhan_backoff
亘,kha,0.0368,lhan_backoff
亙,mak,0.0192,direct
亙,mat,0.0192,direct
亙,maṃ,0.0192,direct
亙,miṃ,0.0192,direct
亙,mū,0.0192,direct
亦,ya,0.6259,lhan_backoff
亦,yā,0.0863,lhan_backoff
亦,yan,0.0576,lhan_backoff
亦,yak,0.0432,lhan_backoff
亦,yu,0.036,lhan_backoff
人,kra,0.0092,direct
人,sro,0.0092,direct
人,ña,0.0092,direct
人,ñā,0.0092,direct
人,śma,0.0092,direct
他,tha,0.3747,direct
他,thā,0.2591,direct
他,thu,0.1404,direct
他,ṭha,0.0588,direct
他,ṭhi,0.0252,direct
仙,kra,0.0092,direct
仙,sro,0.0092,direct
仙,ña,0.0092,direct
仙,ñā,0.0092,direct
仙,śma,0.0092,direct
以,ya,0.6259,lhan_backoff
以,yā,0.0863,lhan_backoff
以,yan,0.0576,lhan_backoff
以,yak,0.0432,lhan_backoff
以,yu,0.036,lhan_backoff
仰,ṅa,0.2898,direct
仰,ṅan,0.1112,direct
仰,kra,0.0055,direct
仰,sro,0.0055,direct
仰,ña,0.0055,direct
企,hi,0.1482,direct
企,hatt,0.041,direct
企,has,0.0388,direct
企,hat,0.0388,direct
企,haṃ,0.0388,direct
伊,i,0.1096,direct
伊,ī,0.0594,direct
伊,hat,0.043,direct
伊,an,0.028,direct
伊,e,0.028,direct
伐,va,0.0755,direct
伐,vast,0.0328,direct
伐,vat,0.0328,direct
伐,vī,0.0328,direct
伐,vaj,0.0315,direct
休,kra,0.0092,direct
休,sro,0.0092,direct
休,ña,0.0092,direct
休,ñā,0.0092,direct
休,śma,0.0092,direct
伯,pa,0.134,lhan_backoff
伯,pā,0.1275,lhan_backoff
伯,pu,0.0752,lhan_backoff
伯,pi,0.0523,lhan_backoff
伯,bha,0.0425,lhan_backoff
伴,pāṇ,0.1025,direct
伴,pas,0.0251,direct
伴,paṃ,0.0251,direct
伴,pit,0.0251,direct
伴,put,0.0251,direct
伽,ghā,0.0943,direct
伽,ga,0.0632,direct
伽,gā,0.0525,direct
伽,gha,0.038,direct
伽,gī,0.0364,direct
但,da,0.0471,direct
但,dan,0.0349,direct
但,dar,0.0349,direct
但,deḥ,0.0349,direct
但,dit,0.0349,direct
佉,kha,0.1833,direct
佉,khak,0.1057,direct
佉,khā,0.0965,direct
佉,kra,0.0057,direct
佉,sro,0.0057,direct
低,kra,0.0092,direct
低,sro,0.0092,direct
低,ña,0.0092,direct
低,ñā,0.0092,direct
低,śma,0.0092,direct
佛,bud,0.2079,direct
佛,bo,0.0489,direct
佛,bim,0.0337,direct
佛,bha,0.0321,direct
佛,be,0.0311,direct
侘,ṭa,0.1326,direct
侘,ṭi,0.0771,direct
侘,ṭan,0.0718,direct
侘,ṭā,0.0718,direct
侘,ṭī,0.0597,direct
侯,ka,0.3398,lhan_backoff
侯,ga,0.145,lhan_backoff
侯,ku,0.0844,lhan_backoff
侯,kā,0.039,lhan_backoff
侯,kha,0.0368,lhan_backoff
係,hi,0.1482,direct
係,hatt,0.041,direct
係,has,0.0388,direct
係,hat,0.0388,direct
係,haṃ,0.0388,direct
俄,ṅa,0.2898,direct
俄,ṅan,0.1112,direct
俄,kra,0.0055,direct
俄,sro,0.0055,direct
俄,ña,0.0055,direct
信,sa,0.1126,lhan_backoff
信,ṣa,0.0852,lhan_backoff
信,su,0.0852,lhan_backoff
信,ṣi,0.0797,lhan_backoff
信,saṃ,0.0797,lhan_backoff
修,su,0.0782,direct
修,ci,0.049,direct
修,sat,0.0302,direct
修,saṃg,0.0302,direct
修,sūt,0.0302,direct
俱,ku,0.0842,direct
俱,kot,0.0476,direct
俱,ko,0.0396,direct
俱,kak,0.0324,direct
俱,kau,0.0324,direct
俾,pa,0.134,lhan_backoff
俾,pā,0.1275,lhan_backoff
俾,pu,0.0752,lhan_backoff
俾,pi,0.0523,lhan_backoff
俾,bha,0.0425,lhan_backoff
倍,pa,0.134,lhan_backoff
倍,pā,0.1275,lhan_backoff
倍,pu,0.0752,lhan_backoff
倍,pi,0.0523,lhan_backoff
倍,bha,0.0425,lhan_backoff
倘,ca,0.1805,lhan_backoff
倘,ja,0.0977,lhan_backoff
倘,cā,0.0752,lhan_backoff
倘,jā,0.0677,lhan_backoff
倘,cī,0.0677,lhan_backoff
倫,ra,0.3703,lhan_backoff
倫,la,0.1698,lhan_backoff
倫,rī,0.0849,lhan_backoff
倫,ru,0.0825,lhan_backoff
倫,rā,0.0684,lhan_backoff
偈,ka,0.3398,lhan_backoff
偈,ga,0.145,lhan_backoff
偈,ku,0.0844,lhan_backoff
偈,kā,0.039,lhan_backoff
偈,kha,0.0368,lhan_backoff
健,gaṃ,0.201,direct
健,gī,0.0292,direct
健,gar,0.028,direct
健,gañ,0.028,direct
健,gaḥ,0.028,direct
傲,ga,0.4653,lhan_backoff
傲,gha,0.0694,lhan_backoff
傲,ghā,0.0694,lhan_backoff
傲,gā,0.0625,lhan_backoff
傲,gu,0.0556,lhan_backoff
僊,sat,0.0225,direct
僊,saṃg,0.0225,direct
僊,sūt,0.0225,direct
僊,sad,0.022,direct
僊,saun,0.022,direct
僕,kra,0.0092,direct
僕,sro,0.0092,direct
僕,ña,0.0092,direct
僕,ñā,0.0092,direct
僕,śma,0.0092,direct
僧,saṃ,0.0943,direct
僧,saṅ,0.0731,direct
僧,sāṅ,0.0568,direct
僧,saṃkh,0.0508,direct
僧,siṃ,0.0447,direct
儗,kra,0.0092,direct
儗,sro,0.0092,direct
儗,ña,0.0092,direct
儗,ñā,0.0092,direct
儗,śma,0.0092,direct
儞,nim,0.0264,direct
儞,nir,0.0264,direct
儞,nur,0.0264,direct
儞,nai,0.0258,direct
儞,nak,0.0258,direct
優,u,0.1179,direct
優,ut,0.0387,direct
優,an,0.0372,direct
優,e,0.0372,direct
優,iṣ,0.0372,direct
兀,ga,0.4653,lhan_backoff
兀,gha,0.0694,lhan_backoff
兀,ghā,0.0694,lhan_backoff
兀,gā,0.0625,lhan_backoff
兀,gu,0.0556,lhan_backoff
先,sa,0.1126,lhan_backoff
先,ṣa,0.0852,lhan_backoff
先,su,0.0852,lhan_backoff
先,ṣi,0.0797,lhan_backoff
先,saṃ,0.0797,lhan_backoff
克,ka,0.3398,lhan_backoff
克,ga,0.145,lhan_backoff
克,ku,0.0844,lhan_backoff
克,kā,0.039,lhan_backoff
克,kha,0.0368,lhan_backoff
兒,a,0.2218,lhan_backoff
兒,u,0.1479,lhan_backoff
兒,ā,0.144,lhan_backoff
兒,hā,0.0778,lhan_backoff
兒,i,0.0467,lhan_backoff
兜,tu,0.259,direct
兜,tum,0.0639,direct
兜,tam,0.0365,direct
兜,tañ,0.0365,direct
兜,tuj,0.0365,direct
公,ka,0.3398,lhan_backoff
公,ga,0.145,lhan_backoff
公,ku,0.0844,lhan_backoff
公,kā,0.039,lhan_backoff
公,kha,0.0368,lhan_backoff
六,sat,0.0225,direct
六,saṃg,0.0225,direct
六,sūt,0.0225,direct
六,sad,0.022,direct
六,saun,0.022,direct
具,kra,0.0092,direct
具,sro,0.0092,direct
具,ña,0.0092,direct
具,ñā,0.0092,direct
具,śma,0.0092,direct
典,tam,0.0258,direct
典,tañ,0.0258,direct
典,tuj,0.0258,direct
典,tāj,0.0258,direct
典,tatk,0.0253,direct
冒,kra,0.0092,direct
冒,sro,0.0092,direct
冒,ña,0.0092,direct
冒,ñā,0.0092,direct
冒,śma,0.0092,direct
冶,ya,0.0524,direct
冶,yan,0.0372,direct
冶,yast,0.0372,direct
冶,yaḥ,0.0372,direct
冶,yut,0.0372,direct
几,ka,0.3398,lhan_backoff
几,ga,0.145,lhan_backoff
几,ku,0.0844,lhan_backoff
几,kā,0.039,lhan_backoff
几,kha,0.0368,lhan_backoff
凡,pas,0.0206,direct
凡,paṃ,0.0206,direct
凡,pit,0.0206,direct
凡,put,0.0206,direct
凡,puṣ,0.0206,direct
分,puṇ,0.1619,direct
分,pas,0.0234,direct
分,paṃ,0.0234,direct
分,pit,0.0234,direct
分,put,0.0234,direct
切,kra,0.0092,direct
切,sro,0.0092,direct
切,ña,0.0092,direct
切,ñā,0.0092,direct
切,śma,0.0092,direct
利,rī,0.1274,direct
利,ri,0.0779,direct
利,lī,0.0413,direct
利,rad,0.0309,direct
利,raj,0.0309,direct
刪,saṃs,0.0714,direct
刪,saṃ,0.0469,direct
刪,sat,0.0283,direct
刪,saṃg,0.0283,direct
刪,sūt,0.0283,direct
刹,ta,0.2285,lhan_backoff
刹,da,0.1125,lhan_backoff
刹,ti,0.1037,lhan_backoff
刹,ḍa,0.0598,lhan_backoff
刹,dha,0.0475,lhan_backoff
剌,lak,0.0999,direct
剌,lan,0.039,direct
剌,le,0.039,direct
剌,lum,0.0378,direct
剌,laṃ,0.0368,direct
剎,kṣa,0.1002,direct
剎,kṣan,0.1002,direct
剎,kṣud,0.1002,direct
剎,kṣān,0.1002,direct
剎,kra,0.0056,direct
剛,kra,0.0092,direct
剛,sro,0.0092,direct
剛,ña,0.0092,direct
剛,ñā,0.0092,direct
剛,śma,0.0092,direct
劍,ka,0.0454,direct
劍,kak,0.0276,direct
劍,kau,0.0276,direct
劍,kaṃ,0.0276,direct
劍,kum,0.0276,direct
力,li,0.0982,direct
力,lan,0.0329,direct
力,le,0.0329,direct
力,lak,0.0319,direct
力,lum,0.0319,direct
加,ga,0.0272,direct
加,gī,0.0218,direct
加,gar,0.021,direct
加,gañ,0.021,direct
加,gaḥ,0.021,direct
努,nuṣ,0.1251,direct
努,nim,0.0341,direct
努,nir,0.0341,direct
努,nur,0.0341,direct
努,nai,0.0333,direct
劫,kap,0.0484,direct
劫,kar,0.0441,direct
劫,ka,0.0273,direct
劫,kak,0.0269,direct
劫,kau,0.0269,direct
勒,ri,0.0628,direct
勒,rat,0.0558,direct
勒,rā,0.0282,direct
勒,rad,0.018,direct
勒,raj,0.018,direct
勿,mak,0.0192,direct
勿,mat,0.0192,direct
勿,maṃ,0.0192,direct
勿,miṃ,0.0192,direct
勿,mū,0.0192,direct
匈,a,0.2218,lhan_backoff
匈,u,0.1479,lhan_backoff
匈,ā,0.144,lhan_backoff
匈,hā,0.0778,lhan_backoff
匈,i,0.0467,lhan_backoff
匐,pa,0.134,lhan_backoff
匐,pā,0.1275,lhan_backoff
匐,pu,0.0752,lhan_backoff
匐,pi,0.0523,lhan_backoff
匐,bha,0.0425,lhan_backoff
匿,na,0.3581,lhan_backoff
匿,ṇa,0.1092,lhan_backoff
匿,nā,0.1048,lhan_backoff
匿,ni,0.0873,lhan_backoff
匿,nī,0.0786,lhan_backoff
十,kra,0.0092,direct
十,sro,0.0092,direct
十,ña,0.0092,direct
十,ñā,0.0092,direct
十,śma,0.0092,direct
千,kra,0.0092,direct
千,sro,0.0092,direct
千,ña,0.0092,direct
千,ñā,0.0092,direct
千,śma,0.0092,direct
半,pāñ,0.0797,direct
半,pan,0.0781,direct
半,pas,0.0272,direct
半,paṃ,0.0272,direct
半,pit,0.0272,direct
南,kra,0.0092,direct
南,sro,0.0092,direct
南,ña,0.0092,direct
南,ñā,0.0092,direct
南,śma,0.0092,direct
博,kra,0.0092,direct
博,sro,0.0092,direct
博,ña,0.0092,direct
博,ñā,0.0092,direct
博,śma,0.0092,direct
卜,pa,0.134,lhan_backoff
卜,pā,0.1275,lhan_backoff
卜,pu,0.0752,lhan_backoff
卜,pi,0.0523,lhan_backoff
卜,bha,0.0425,lhan_backoff
占,cam,0.1703,direct
占,cak,0.0473,direct
占,cit,0.0473,direct
占,caṇ,0.0447,direct
占,ciṣ,0.0447,direct
即,ca,0.1805,lhan_backoff
即,ja,0.0977,lhan_backoff
即,cā,0.0752,lhan_backoff
即,jā,0.0677,lhan_backoff
即,cī,0.0677,lhan_backoff
參,ca,0.1805,lhan_backoff
參,ja,0.0977,lhan_backoff
參,cā,0.0752,lhan_backoff
參,jā,0.0677,lhan_backoff
參,cī,0.0677,lhan_backoff
叉,kṣa,0.142,direct
叉,kṣan,0.142,direct
叉,kṣud,0.142,direct
叉,kṣān,0.142,direct
叔,sa,0.1126,lhan_backoff
叔,ṣa,0.0852,lhan_backoff
叔,su,0.0852,lhan_backoff
叔,ṣi,0.0797,lhan_backoff
叔,saṃ,0.0797,lhan_backoff
受,jur,0.2172,direct
受,jai,0.0638,direct
受,jam,0.0638,direct
受,jo,0.0638,direct
受,ji,0.0599,direct
古,kak,0.0156,direct
古,kau,0.0156,direct
古,kaṃ,0.0156,direct
古,kum,0.0156,direct
古,kun,0.0156,direct
句,kak,0.0223,direct
句,kau,0.0223,direct
句,kaṃ,0.0223,direct
句,kum,0.0223,direct
句,kun,0.0223,direct
只,kra,0.0092,direct
只,sro,0.0092,direct
只,ña,0.0092,direct
只,ñā,0.0092,direct
只,śma,0.0092,direct
史,ṣi,0.2066,direct
史,ṣat,0.0708,direct
史,ṣuṇ,0.0708,direct
史,ṣad,0.067,direct
史,ṣe,0.067,direct
叵,pha,0.3258,direct
叵,phi,0.1269,direct
叵,kra,0.0051,direct
叵,sro,0.0051,direct
叵,ña,0.0051,direct
吃,kha,0.1833,direct
吃,khak,0.1057,direct
吃,khā,0.0965,direct
吃,kra,0.0057,direct
吃,sro,0.0057,direct
各,kak,0.0156,direct
各,kau,0.0156,direct
各,kaṃ,0.0156,direct
各,kum,0.0156,direct
各,kun,0.0156,direct
吉,ki,0.0676,direct
吉,ge,0.0495,direct
吉,gi,0.0495,direct
吉,kṛ,0.0334,direct
吉,ke,0.0276,direct
吒,ṭa,0.211,direct
吒,ṭan,0.1455,direct
吒,ṭi,0.1199,direct
吒,ṭā,0.1117,direct
吒,ṭī,0.0928,direct
吠,ve,0.1041,direct
吠,be,0.067,direct
吠,bhai,0.0506,direct
吠,vast,0.0257,direct
吠,vat,0.0257,direct
含,gā,0.0683,direct
含,ga,0.0447,direct
含,gī,0.0355,direct
含,gar,0.0341,direct
含,gañ,0.0341,direct
呀,ṅa,0.2898,direct
呀,ṅan,0.1112,direct
呀,kra,0.0055,direct
呀,sro,0.0055,direct
呀,ña,0.0055,direct
周,kṣud,0.3199,direct
周,kṣa,0.0757,direct
周,kṣan,0.0757,direct
周,kṣān,0.0757,direct
呴,a,0.2218,lhan_backoff
呴,u,0.1479,lhan_backoff
呴,ā,0.144,lhan_backoff
呴,hā,0.0778,lhan_backoff
呴,i,0.0467,lhan_backoff
呵,ha,0.0684,direct
呵,hā,0.0502,direct
呵,hatt,0.0406,direct
呵,has,0.0384,direct
呵,hat,0.0384,direct
呼,ho,0.165,direct
呼,hūr,0.1182,direct
呼,hatt,0.0473,direct
呼,has,0.0448,direct
呼,hat,0.0448,direct
呾,tam,0.0258,direct
呾,tañ,0.0258,direct
呾,tuj,0.0258,direct
呾,tāj,0.0258,direct
呾,tatk,0.0253,direct
呿,kha,0.1833,direct
呿,khak,0.1057,direct
呿,khā,0.0965,direct
呿,kra,0.0057,direct
呿,sro,0.0057,direct
咀,tam,0.0258,direct
咀,tañ,0.0258,direct
咀,tuj,0.0258,direct
咀,tāj,0.0258,direct
咀,tatk,0.0253,direct
咃,ṭha,0.2587,direct
咃,ṭhi,0.1108,direct
咃,ṭhaḥ,0.0993,direct
和,vyā,0.2015,direct
和,pas,0.0218,direct
和,paṃ,0.0218,direct
和,pit,0.0218,direct
和,put,0.0218,direct
咜,ṭā,0.1852,direct
咜,ṭha,0.1745,direct
咜,ṭhi,0.0748,direct
咜,ṭhaḥ,0.067,direct
咜,ṭi,0.047,direct
咤,ṭha,0.1896,direct
咤,ṭa,0.0879,direct
咤,ṭhi,0.0812,direct
咤,ṭhaḥ,0.0728,direct
咤,ṭi,0.0511,direct
哀,a,0.2218,lhan_backoff
哀,u,0.1479,lhan_backoff
哀,ā,0.144,lhan_backoff
哀,hā,0.0778,lhan_backoff
哀,i,0.0467,lhan_backoff
哆,tam,0.0258,direct
哆,tañ,0.0258,direct
哆,tuj,0.0258,direct
哆,tāj,0.0258,direct
哆,tatk,0.0253,direct
哈,gha,0.1478,direct
哈,ha,0.1418,direct
哈,ghu,0.0582,direct
哈,ghā,0.0309,direct
哈,hatt,0.0298,direct
哥,kak,0.0156,direct
哥,kau,0.0156,direct
哥,kaṃ,0.0156,direct
哥,kum,0.0156,direct
哥,kun,0.0156,direct
哦,gā,0.1601,direct
哦,ga,0.0367,direct
哦,gī,0.0295,direct
哦,gar,0.0283,direct
哦,gañ,0.0283,direct
哩,i,0.0765,direct
哩,ṛ,0.0595,direct
哩,an,0.0289,direct
哩,e,0.0289,direct
哩,iṣ,0.0289,direct
哳,ṭa,0.1326,direct
哳,ṭi,0.0771,direct
哳,ṭan,0.0718,direct
哳,ṭā,0.0718,direct
哳,ṭī,0.0597,direct
唎,kra,0.0092,direct
唎,sro,0.0092,direct
唎,ña,0.0092,direct
唎,ñā,0.0092,direct
唎,śma,0.0092,direct
啅,ṭa,0.1326,direct
啅,ṭi,0.0771,direct
啅,ṭan,0.0718,direct
啅,ṭā,0.0718,direct
啅,ṭī,0.0597,direct
商,śaṃ,0.0878,direct
商,śaṅ,0.0649,direct
商,śaṇ,0.0649,direct
商,śṛṅ,0.0649,direct
商,śam,0.0369,direct
問,pas,0.0156,direct
問,paṃ,0.0156,direct
問,pit,0.0156,direct
問,put,0.0156,direct
問,puṣ,0.0156,direct
喀,kha,0.1833,direct
喀,khak,0.1057,direct
喀,khā,0.0965,direct
喀,kra,0.0057,direct
喀,sro,0.0057,direct
喃,kra,0.0092,direct
喃,sro,0.0092,direct
喃,ña,0.0092,direct
喃,ñā,0.0092,direct
喃,śma,0.0092,direct
喇,rad,0.0186,direct
喇,raj,0.0186,direct
喇,rañ,0.0186,direct
喇,raṃ,0.0186,direct
喇,raṅ,0.0186,direct
喜,hi,0.1482,direct
喜,hatt,0.041,direct
喜,has,0.0388,direct
喜,hat,0.0388,direct
喜,haṃ,0.0388,direct
喫,kha,0.1833,direct
喫,khak,0.1057,direct
喫,khā,0.0965,direct
喫,kra,0.0057,direct
喫,sro,0.0057,direct
喬,gau,0.1207,direct
喬,gī,0.0321,direct
喬,gar,0.0308,direct
喬,gañ,0.0308,direct
喬,gaḥ,0.0308,direct
單,tam,0.0258,direct
單,tañ,0.0258,direct
單,tuj,0.0258,direct
單,tāj,0.0258,direct
單,tatk,0.0253,direct
嗟,ca,0.0918,direct
嗟,cak,0.0505,direct
嗟,cit,0.0505,direct
嗟,caṇ,0.0478,direct
嗟,ciṣ,0.0478,direct
嘎,kak,0.0156,direct
嘎,kau,0.0156,direct
嘎,kaṃ,0.0156,direct
嘎,kum,0.0156,direct
嘎,kun,0.0156,direct
嘙,bha,0.1131,direct
嘙,bhaṅ,0.0474,direct
嘙,bhuk,0.0474,direct
嘙,bhās,0.0474,direct
嘙,bhe,0.0446,direct
嘬,svaṃ,0.1494,direct
嘬,svā,0.1494,direct
嘬,kra,0.0065,direct
嘬,sro,0.0065,direct
嘬,ña,0.0065,direct
嚕,rad,0.0276,direct
嚕,raj,0.0276,direct
嚕,rañ,0.0276,direct
嚕,raṃ,0.0276,direct
嚕,raṅ,0.0276,direct
嚧,an,0.0197,direct
嚧,e,0.0197,direct
嚧,iṣ,0.0197,direct
嚧,om,0.0197,direct
嚧,ḹ,0.0197,direct
嚩,va,0.1289,direct
嚩,vast,0.04,direct
嚩,vat,0.04,direct
嚩,vī,0.04,direct
嚩,vaj,0.0384,direct
囉,ra,0.064,direct
囉,rad,0.0434,direct
囉,raj,0.0434,direct
囉,rañ,0.0434,direct
囉,raṃ,0.0434,direct
囊,kra,0.0092,direct
囊,sro,0.0092,direct
囊,ña,0.0092,direct
囊,ñā,0.0092,direct
囊,śma,0.0092,direct
因,an,0.0197,direct
因,e,0.0197,direct
因,iṣ,0.0197,direct
因,om,0.0197,direct
因,ḹ,0.0197,direct
國,kra,0.0092,direct
國,sro,0.0092,direct
國,ña,0.0092,direct
國,ñā,0.0092,direct
國,śma,0.0092,direct
園,kra,0.0092,direct
園,sro,0.0092,direct
園,ña,0.0092,direct
園,ñā,0.0092,direct
園,śma,0.0092,direct
土,kra,0.0092,direct
土,sro,0.0092,direct
土,ña,0.0092,direct
土,ñā,0.0092,direct
土,śma,0.0092,direct
在,kra,0.0092,direct
在,sro,0.0092,direct
在,ña,0.0092,direct
在,ñā,0.0092,direct
在,śma,0.0092,direct
地,di,0.1057,direct
地,dhi,0.0755,direct
地,din,0.0589,direct
地,da,0.0402,direct
地,dan,0.0393,direct
坁,ka,0.3398,lhan_backoff
坁,ga,0.145,lhan_backoff
坁,ku,0.0844,lhan_backoff
坁,kā,0.039,lhan_backoff
坁,kha,0.0368,lhan_backoff
坎,kak,0.0156,direct
坎,kau,0.0156,direct
坎,kaṃ,0.0156,direct
坎,kum,0.0156,direct
坎,kun,0.0156,direct
坤,ka,0.3398,lhan_backoff
坤,ga,0.145,lhan_backoff
坤,ku,0.0844,lhan_backoff
坤,kā,0.039,lhan_backoff
坤,kha,0.0368,lhan_backoff
坦,tam,0.0258,direct
坦,tañ,0.0258,direct
坦,tuj,0.0258,direct
坦,tāj,0.0258,direct
坦,tatk,0.0253,direct
坼,ṭhaḥ,0.3738,direct
坼,ṭhi,0.0987,direct
坼,ṭha,0.0545,direct
垣,va,0.3273,lhan_backoff
垣,vi,0.1455,lhan_backoff
垣,ve,0.1,lhan_backoff
垣,vai,0.0909,lhan_backoff
垣,vā,0.0818,lhan_backoff
城,kra,0.0092,direct
城,sro,0.0092,direct
城,ña,0.0092,direct
城,ñā,0.0092,direct
城,śma,0.0092,direct
埵,kra,0.0092,direct
埵,sro,0.0092,direct
埵,ña,0.0092,direct
埵,ñā,0.0092,direct
埵,śma,0.0092,direct
堕,kra,0.0092,direct
堕,sro,0.0092,direct
堕,ña,0.0092,direct
堕,ñā,0.0092,direct
堕,śma,0.0092,direct
場,kra,0.0092,direct
場,sro,0.0092,direct
場,ña,0.0092,direct
場,ñā,0.0092,direct
場,śma,0.0092,direct
塔,ta,0.2285,lhan_backoff
塔,da,0.1125,lhan_backoff
塔,ti,0.1037,lhan_backoff
塔,ḍa,0.0598,lhan_backoff
塔,dha,0.0475,lhan_backoff
塗,kra,0.0092,direct
塗,sro,0.0092,direct
塗,ña,0.0092,direct
塗,ñā,0.0092,direct
塗,śma,0.0092,direct
塞,kra,0.0092,direct
塞,sro,0.0092,direct
塞,ña,0.0092,direct
塞,ñā,0.0092,direct
塞,śma,0.0092,direct
塡,ta,0.2285,lhan_backoff
塡,da,0.1125,lhan_backoff
塡,ti,0.1037,lhan_backoff
塡,ḍa,0.0598,lhan_backoff
塡,dha,0.0475,lhan_backoff
墮,vi,0.0846,direct
墮,vast,0.0326,direct
墮,vat,0.0326,direct
墮,vī,0.0326,direct
墮,vaj,0.0313,direct
壇,kra,0.0092,direct
壇,sro,0.0092,direct
壇,ña,0.0092,direct
壇,ñā,0.0092,direct
壇,śma,0.0092,direct
壺,ka,0.3398,lhan_backoff
壺,ga,0.145,lhan_backoff
壺,ku,0.0844,lhan_backoff
壺,kā,0.039,lhan_backoff
壺,kha,0.0368,lhan_backoff
夏,ṣa,0.0905,direct
夏,ṣat,0.0498,direct
夏,ṣuṇ,0.0498,direct
夏,ṣad,0.0471,direct
夏,ṣe,0.0471,direct
夕,sa,0.1126,lhan_backoff
夕,ṣa,0.0852,lhan_backoff
夕,su,0.0852,lhan_backoff
夕,ṣi,0.0797,lhan_backoff
夕,saṃ,0.0797,lhan_backoff
外,ga,0.0554,direct
外,gī,0.0439,direct
外,gar,0.0422,direct
外,gañ,0.0422,direct
外,gaḥ,0.0422,direct
多,ta,0.1208,direct
多,tā,0.0689,direct
多,tam,0.0517,direct
多,tañ,0.0517,direct
多,tuj,0.0517,direct
夜,yā,0.094,direct
夜,ya,0.0731,direct
夜,yan,0.0582,direct
夜,yast,0.0582,direct
夜,yaḥ,0.0582,direct
大,kra,0.0092,direct
大,sro,0.0092,direct
大,ña,0.0092,direct
大,ñā,0.0092,direct
大,śma,0.0092,direct
天,tṛ,0.0602,direct
天,dit,0.0533,direct
天,de,0.0438,direct
天,tam,0.0378,direct
天,tañ,0.0378,direct
央,an,0.0197,direct
央,e,0.0197,direct
央,iṣ,0.0197,direct
央,om,0.0197,direct
央,ḹ,0.0197,direct
失,kra,0.0092,direct
失,sro,0.0092,direct
失,ña,0.0092,direct
失,ñā,0.0092,direct
失,śma,0.0092,direct
夷,yin,0.1233,direct
夷,yan,0.0313,direct
夷,yast,0.0313,direct
夷,yaḥ,0.0313,direct
夷,yut,0.0313,direct
奈,na,0.3581,lhan_backoff
奈,ṇa,0.1092,lhan_backoff
奈,nā,0.1048,lhan_backoff
奈,ni,0.0873,lhan_backoff
奈,nī,0.0786,lhan_backoff
奔,kra,0.0092,direct
奔,sro,0.0092,direct
奔,ña,0.0092,direct
奔,ñā,0.0092,direct
奔,śma,0.0092,direct
