trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
相違釋,相违释,dvandva,3,2,2,1.5,0.5,off_by_one,noun,calque
帶數釋,带数释,dvigu,3,2,2,1.5,0.5,off_by_one,noun,calque
一切智地,一切智地,sarvajñabhūmi,4,5,4,0.8,0.5,off_by_one,phrase,calque
闍維,阇维,kṣapita,2,3,2,0.667,0.5,off_by_one,verb,calque
一切有根本,一切有根本,mūlasarvāstivāda,5,7,0,0.714,0.0,length_mismatch,proper noun,calque
耶維,耶维,kṣapita,2,3,2,0.667,0.5,off_by_one,verb,calque
荼毘,荼毘,kṣapita,2,3,2,0.667,0.5,off_by_one,verb,calque
薩婆阿私底婆拖部,萨婆阿私底婆拖部,sarvāstivāda,8,5,0,1.6,0.0,length_mismatch,proper noun,calque
一切語言部,一切语言部,sarvāstivāda,5,5,5,1.0,0.0,exact,proper noun,calque
一切有根本部,一切有根本部,mūlasarvāstivāda,6,7,6,0.857,0.333,off_by_one,proper noun,calque
遊梨沙部,遊梨沙部,suvarṣakā,4,4,4,1.0,0.25,exact,proper noun,calque
蘇梨部部,苏梨部部,suvarṣakā,4,4,4,1.0,0.25,exact,proper noun,calque
善歲部,善岁部,suvarṣakā,3,4,2,0.75,0.5,off_by_one,proper noun,calque
西山住部,西山住部,Aparaśaila,4,5,4,0.8,0.0,off_by_one,proper noun,calque
阿伐羅勢羅,阿伐罗势罗,avraśāila,5,5,5,1.0,0.4,exact,proper noun,calque
彌婆塞部,弥婆塞部,mahīśāsaka,4,5,4,0.8,0.5,off_by_one,proper noun,calque
正地部,正地部,mahīśāsaka,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
彌沙塞部,弥沙塞部,mahīśāsaka,4,5,4,0.8,0.5,off_by_one,proper noun,calque
教地部,教地部,mahīśāsaka,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
多聞部,多闻部,bahuśrutīya,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
得多聞部,得多闻部,bahuśrutīyā,4,5,4,0.8,0.25,off_by_one,proper noun,calque
一切施,一切施,sarvadā,3,3,3,1.0,0.0,exact,phrase,calque
琰魔,琰魔,yama,2,2,2,1.0,0.5,exact,proper noun,calque
瞋恚,瞋恚,dveṣa,2,2,2,1.0,0.0,exact,noun,calque
聖語,圣语,āryabhāṣā,2,4,0,0.5,0.0,length_mismatch,noun,calque
不與取,不与取,adattādāna,3,5,0,0.6,0.0,length_mismatch,phrase,calque
十善十惡,十善十恶,daśakuśala-karma,4,7,0,0.571,0.0,length_mismatch,phrase,calque
十善道,十善道,daśakuśalāni,3,6,0,0.5,0.0,length_mismatch,phrase,calque
妙眼,妙眼,sunetra,2,3,2,0.667,0.0,off_by_one,phrase,calque
決定,决定,niścaya,2,3,1,0.667,1.0,off_by_one,adjective,calque
七返,七返,saptakṛdbhavaparama,2,8,0,0.25,0.0,length_mismatch,phrase,calque
婆師,婆师,vārṣika,2,3,2,0.667,0.5,off_by_one,noun,calque
一切眾生喜見佛,一切众生喜见佛,sarvasattvapriyadarśana,7,9,0,0.778,0.0,length_mismatch,proper noun,calque
一切衆生喜見佛,一切衆生喜见佛,sarvasattvapriyadarśana,7,9,0,0.778,0.0,length_mismatch,proper noun,calque
一切眾生離諸惡趣,一切众生离诸恶趣,sarvasattvapāpaprahāṇa,8,9,7,0.889,0.429,off_by_one,phrase,calque
一切衆生離諸惡趣,一切衆生离诸恶趣,sarvasattvapāpaprahāṇa,8,9,7,0.889,0.429,off_by_one,phrase,calque
甘蔗氏,甘蔗氏,ikṣvāku,3,3,3,1.0,0.333,exact,proper noun,calque
甘蔗王,甘蔗王,ikṣvāku,3,3,3,1.0,0.0,exact,proper noun,calque
日種善生,日种善生,sūryavaṃśa,4,4,4,1.0,0.5,exact,proper noun,calque
一合相,一合相,piṇḍagrāha,3,4,3,0.75,0.333,off_by_one,phrase,calque
非時食,非时食,vikālabhojana,3,6,0,0.5,0.0,length_mismatch,phrase,calque
跋渠,跋渠,varga,2,2,2,1.0,0.5,exact,noun,calque
月光兒,月光儿,candraprabha,3,4,3,0.75,0.333,off_by_one,proper noun,calque
道弟子,道弟子,bhikṣu,3,2,2,1.5,0.5,off_by_one,phrase,calque
度世無為,度世无为,nirvāṇa,4,3,3,1.333,0.333,off_by_one,noun,calque
溝港,沟港,srotaāpanna,2,5,0,0.4,0.0,length_mismatch,noun,calque
大道,大道,mahāyāna,2,4,0,0.5,0.0,length_mismatch,noun,calque
族姓子,族姓子,kulaputra,3,4,3,0.75,0.0,off_by_one,phrase,calque
本無,本无,tathatā,2,3,2,0.667,0.0,off_by_one,phrase,calque
飛行皇帝,飞行皇帝,cakravartin,4,4,4,1.0,0.5,exact,phrase,calque
一法界,一法界,bhūtatathatā,3,5,0,0.6,0.0,length_mismatch,phrase,calque
一目多伽,一目多伽,itivṛttaka,4,5,4,0.8,0.5,off_by_one,phrase,calque
一相,一相,ekalaḳṣaṇa,2,5,0,0.4,0.0,length_mismatch,phrase,calque
不用處,不用处,ākiṃcanyayatana,3,7,0,0.429,0.0,length_mismatch,phrase,calque
樓觀,楼观,kūṭāgāra,2,4,0,0.5,0.0,length_mismatch,noun,calque
地哩甘阿甘,地哩甘阿甘,dīrghāgama,5,4,4,1.25,0.5,off_by_one,proper noun,calque
訶子,诃子,haritaki,2,4,0,0.5,0.0,length_mismatch,noun,calque
抹香,抹香,cūrṇa,2,2,2,1.0,0.0,exact,phrase,calque
猗柯毘與婆訶利柯,猗柯毘与婆诃利柯,ekavyāvahārika,8,7,7,1.143,0.571,off_by_one,proper noun,calque
鞞婆訶羅,鞞婆诃罗,ekavyāvahārika,4,7,0,0.571,0.0,length_mismatch,proper noun,calque
諸法但名宗,诸法但名宗,ekavyāvahārika,5,7,0,0.714,0.0,length_mismatch,proper noun,calque
粖香,粖香,cūrṇa,2,2,2,1.0,0.0,exact,phrase,calque
末香,末香,cūrṇa,2,2,2,1.0,0.0,exact,noun,calque
一間,一间,ekavicīka,2,5,0,0.4,0.0,length_mismatch,phrase,calque
不退轉法輪,不退转法轮,avaivartikacakra,5,7,0,0.714,0.0,length_mismatch,phrase,calque
無遮大會,无遮大会,pañcavārṣika,4,5,4,0.8,0.5,off_by_one,proper noun,calque
般遮婆栗迦史會,般遮婆栗迦史会,pañcavārṣika,7,5,0,1.4,0.0,length_mismatch,proper noun,calque
七倶胝佛母尊,七倶胝佛母尊,saptakotibuddhamātṛ,6,8,0,0.75,0.0,length_mismatch,proper noun,calque
七十五,七十五,pañcasaptati,3,5,0,0.6,0.0,length_mismatch,number,calque
寶頂,宝顶,ratnaketu,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
七如來,七如来,saptatathāgatā,3,6,0,0.5,0.0,length_mismatch,phrase,calque
首楞嚴三昧,首楞严三昧,śūraṃgamasamādhi,5,7,0,0.714,0.0,length_mismatch,proper noun,calque
過慢,过慢,adhimāna,2,4,0,0.5,0.0,length_mismatch,phrase,calque
慢過慢,慢过慢,mānātimāna,3,5,0,0.6,0.0,length_mismatch,phrase,calque
卑慢,卑慢,ūnamāna,2,4,0,0.5,0.0,length_mismatch,phrase,calque
首楞嚴定,首楞严定,śūraṃgamasamādhi,4,7,0,0.571,0.0,length_mismatch,proper noun,calque
健相三昧,健相三昧,śūraṃgamasamādhi,4,7,0,0.571,0.0,length_mismatch,proper noun,calque
健行定,健行定,śūraṃgamasamādhi,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
勇健定,勇健定,śūraṃgamasamādhi,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
勇伏定,勇伏定,śūraṃgamasamādhi,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
大根本定,大根本定,śūraṃgamasamādhi,4,7,0,0.571,0.0,length_mismatch,proper noun,calque
賖乃以室折羅,賖乃以室折罗,śanaiścara,6,4,0,1.5,0.0,length_mismatch,proper noun,calque
理家,理家,gṛhapati,2,4,0,0.5,0.0,length_mismatch,noun,calque
末世,末世,kaliyuga,2,4,0,0.5,0.0,length_mismatch,phrase,calque
末世時,末世时,kaliyuga,3,4,3,0.75,0.333,off_by_one,phrase,calque
音吼,音吼,rāvaṇa,2,3,2,0.667,0.5,off_by_one,noun,calque
新衣,新衣,nava-cīvara,2,5,0,0.4,0.0,length_mismatch,phrase,calque
擇法覺支,择法觉支,dharma-pravicaya-saṃbodhyaṇga,4,10,0,0.4,0.0,length_mismatch,phrase,calque
擇法菩提分,择法菩提分,dharma-pravicaya-saṃbodhyaṇga,5,10,0,0.5,0.0,length_mismatch,phrase,calque
威勢,威势,prabala,2,3,2,0.667,0.0,off_by_one,adjective,calque
大忍辱,大忍辱,mahākṣāntisauratyasamanvāgata,3,12,0,0.25,0.0,length_mismatch,phrase,calque
無畏山,无畏山,abhayagiri,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
施無畏,施无畏,abhayandada,3,5,0,0.6,0.0,length_mismatch,phrase,calque
颰陀,颰陀,bhadra,2,2,2,1.0,0.5,exact,adjective,calque
蘇達梨舍那山,苏达梨舍那山,sudarśana,6,4,0,1.5,0.0,length_mismatch,proper noun,calque
頞濕縛羯拏山,頞湿缚羯拏山,aśvakarṇa,6,4,0,1.5,0.0,length_mismatch,proper noun,calque
阿夷,阿夷,asita,2,3,1,0.667,1.0,off_by_one,adjective,calque
姿麁富羅,姿麁富罗,vatsiputriya,4,5,4,0.8,0.5,off_by_one,proper noun,calque
中間,中间,antara,2,3,2,0.667,0.5,off_by_one,adjective,calque
維跡部,维迹部,ekavyavahāra,3,6,0,0.5,0.0,length_mismatch,proper noun,calque
維跡,维迹,ekavyavahāra,2,6,0,0.333,0.0,length_mismatch,proper noun,calque
多聞,多闻,bahuśrutīya,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
毘陀部,毘陀部,caitika,3,3,3,1.0,0.333,exact,proper noun,calque
毘陀,毘陀,caitika,2,3,2,0.667,0.5,off_by_one,proper noun,calque
施羅部,施罗部,aparaśaila,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
施羅,施罗,aparaśaila,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
上施羅,上施罗,uttaraśaila,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
北山部,北山部,uttaraśaila,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
婆麁富羅,婆麁富罗,vātsīputrīya,4,5,4,0.8,0.5,off_by_one,proper noun,calque
婆蹉妒路,婆蹉妒路,vātsīputrīya,4,5,3,0.8,0.333,off_by_one,proper noun,calque
婆蹉富羅,婆蹉富罗,vātsīputrīya,4,5,4,0.8,0.5,off_by_one,proper noun,calque
婆蹉富多羅,婆蹉富多罗,vātsīputrīya,5,5,5,1.0,0.4,exact,proper noun,calque
跋私弗,跋私弗,vātsīputrīya,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
婆蹉部,婆蹉部,vātsīputrīya,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
跋私弗多羅可住子,跋私弗多罗可住子,vātsīputrīya,8,5,0,1.6,0.0,length_mismatch,proper noun,calque
婆雌子,婆雌子,vātsīputrīya,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
彌沙塞,弥沙塞,mahīśāsaka,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
飲光部,饮光部,kāśyapīyā,3,4,2,0.75,0.5,off_by_one,proper noun,calque
飲光弟子部,饮光弟子部,kāśyapīyā,5,4,3,1.25,0.333,off_by_one,proper noun,calque
迦葉遺部,迦叶遗部,kāśyapīyā,4,4,4,1.0,0.5,exact,proper noun,calque
尼乾子外道,尼乾子外道,nirgrantha-putra,5,5,5,1.0,0.4,exact,proper noun,calque
大光,大光,mahāprabha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
方等大集,方等大集,mahāsaṃnipātasūtra,4,8,0,0.5,0.0,length_mismatch,proper noun,calque
阿摩勒果,阿摩勒果,āmra,4,2,0,2.0,0.0,length_mismatch,noun,calque
鏡面,镜面,ādraśatala,2,5,0,0.4,0.0,length_mismatch,phrase,calque
十支,十支,daśama,2,3,2,0.667,0.5,off_by_one,adjective,calque
死亡,死亡,maraṇa,2,3,1,0.667,1.0,off_by_one,verb,calque
外道師,外道师,tīrthika,3,3,3,1.0,0.0,exact,phrase,calque
鸚鵡,鹦鹉,śuka,2,2,2,1.0,0.0,exact,noun,calque
普施,普施,sarvaprada,2,4,0,0.5,0.0,length_mismatch,verb,calque
羼提和,羼提和,kṣāntivādin,3,4,2,0.75,0.5,off_by_one,proper noun,calque
金剛之身,金刚之身,vajrakāya,4,4,4,1.0,0.25,exact,phrase,calque
廅樓亘,廅楼亘,avalokiteśvara,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
托鉢,托钵,piṇḍapāta,2,4,0,0.5,0.0,length_mismatch,phrase,calque
慈愍,慈愍,anukampaka,2,5,0,0.4,0.0,length_mismatch,verb,calque
八解,八解,aṣṭavimokṣa,2,5,0,0.4,0.0,length_mismatch,phrase,calque
道德,道德,ārya,2,2,2,1.0,0.0,exact,adjective,calque
數,数,gaṇanā,1,3,0,0.333,0.0,length_mismatch,noun,calque
羅閱山,罗阅山,khadiraka,3,4,3,0.75,0.333,off_by_one,proper noun,calque
檐木山,檐木山,khadiraka,3,4,3,0.75,0.333,off_by_one,proper noun,calque
空破山,空破山,khadiraka,3,4,3,0.75,0.333,off_by_one,proper noun,calque
旃山,旃山,khadiraka,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
未來,未来,anāgata,2,4,0,0.5,0.0,length_mismatch,phrase,calque
二十二根,二十二根,dvāviṃśatīndriyāṇi,4,7,0,0.571,0.0,length_mismatch,phrase,calque
知時,知时,kālajñā,2,3,2,0.667,0.5,off_by_one,phrase,calque
智母,智母,mātṛkā,2,3,1,0.667,1.0,off_by_one,noun,calque
行母,行母,mātṛkā,2,3,1,0.667,1.0,off_by_one,noun,calque
論母,论母,mātṛkā,2,3,1,0.667,1.0,off_by_one,noun,calque
二十億耳,二十亿耳,śroṇakoṭīviṃśa,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
室縷多頻設底拘胝,室缕多频设底拘胝,śroṇakoṭīviṃśa,8,6,0,1.333,0.0,length_mismatch,proper noun,calque
億耳羅漢,亿耳罗汉,śroṇakoṭīviṃśa,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
聞二百億,闻二百亿,śroṇakoṭīviṃśa,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
無邊明三昧,无边明三昧,anantaprabha samādhi,5,8,0,0.625,0.0,length_mismatch,proper noun,calque
定波羅蜜,定波罗蜜,dhyānapāramitā,4,6,0,0.667,0.0,length_mismatch,phrase,calque
無誑三昧,无诳三昧,asaṃpramoṣa samādhi,4,8,0,0.5,0.0,length_mismatch,proper noun,calque
自然,自然,svayaṃbhū,2,3,2,0.667,0.5,off_by_one,phrase,calque
善識,善识,upāsaka,2,4,0,0.5,0.0,length_mismatch,noun,calque
精進根,精进根,vīryendriya,3,4,3,0.75,0.333,off_by_one,phrase,calque
耳根,耳根,śrotrendriyam,2,4,0,0.5,0.0,length_mismatch,phrase,calque
苦根,苦根,dukhendriyam,2,4,0,0.5,0.0,length_mismatch,phrase,calque
憂根,忧根,daurmanasyendriya,2,6,0,0.333,0.0,length_mismatch,phrase,calque
捨根,舍根,upekṣendriya,2,5,0,0.4,0.0,length_mismatch,phrase,calque
念根,念根,smṛtīndriya,2,4,0,0.5,0.0,length_mismatch,phrase,calque
未知當知根,未知当知根,anājñāta-ājñāsyāmīndriya,5,10,0,0.5,0.0,length_mismatch,phrase,calque
具知根,具知根,ājñātāvīndriya,3,6,0,0.5,0.0,length_mismatch,phrase,calque
搩手,搩手,vitasti,2,3,2,0.667,0.5,off_by_one,phrase,calque
幢相,幢相,ketumat,2,3,2,0.667,0.5,off_by_one,noun,calque
不染污,不染污,akliṣṭa,3,3,3,1.0,0.0,exact,adjective,calque
無染污,无染污,akliṣṭa,3,3,3,1.0,0.0,exact,adjective,calque
不染,不染,akliṣṭa,2,3,1,0.667,1.0,off_by_one,adjective,calque
定光如來,定光如来,dīpaṃkara,4,4,4,1.0,0.5,exact,proper noun,calque
錠光如來,锭光如来,dīpaṃkara,4,4,4,1.0,0.25,exact,proper noun,calque
然燈如來,然灯如来,dīpaṃkara,4,4,4,1.0,0.25,exact,proper noun,calque
普光如來,普光如来,dīpaṃkara,4,4,4,1.0,0.25,exact,proper noun,calque
燈光如來,灯光如来,dīpaṃkara,4,4,4,1.0,0.5,exact,proper noun,calque
正直,正直,ākarṣaṇam,2,4,0,0.5,0.0,length_mismatch,adjective,calque
屏處坐,屏处坐,rahasi niṣadyā,3,6,0,0.5,0.0,length_mismatch,phrase,calque
塵欲,尘欲,kāma,2,2,2,1.0,0.0,exact,noun,calque
喜樂,喜乐,prītisukha,2,4,0,0.5,0.0,length_mismatch,noun,calque
喜樂捨根,喜乐舍根,sukha-saumanasyōpekṣēndriya,4,8,0,0.5,0.0,length_mismatch,phrase,calque
南摸,南摸,namo,2,2,2,1.0,0.5,exact,phrase,calque
婆南,婆南,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
伴談,伴谈,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
伴題,伴题,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
畔睇,畔睇,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
槃淡,槃淡,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
槃那寐,槃那寐,vandana,3,3,3,1.0,0.333,exact,phrase,calque
盤荼味,盘荼味,vandana,3,3,3,1.0,0.0,exact,phrase,calque
煩淡,烦淡,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
槃談,槃谈,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
末捺南,末捺南,vandana,3,3,3,1.0,0.333,exact,phrase,calque
歸禮,归礼,vandana,2,3,2,0.667,0.5,off_by_one,phrase,calque
根器,根器,bhājana,2,3,1,0.667,1.0,off_by_one,noun,calque
智度無極,智度无极,prajñāpāramitā,4,6,0,0.667,0.0,length_mismatch,phrase,calque
能儒,能儒,śākyamuni,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
昇於大乘,昇于大乘,mahāyānasampraṣṭhita,4,8,0,0.5,0.0,length_mismatch,phrase,calque
五種,五种,pañcaskandha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
痛,痛,vēdanā,1,2,1,0.5,1.0,off_by_one,noun,calque
痛癢,痛痒,vēdanā,2,2,2,1.0,0.5,exact,noun,calque
千輻輪相,千辐轮相,sahasrara,4,4,4,1.0,0.5,exact,phrase,calque
八地,八地,aṣṭamakabhūmiḥ,2,6,0,0.333,0.0,length_mismatch,phrase,calque
漚和倶舍羅,沤和倶舍罗,upāya-kauśalya,5,6,4,0.833,0.5,off_by_one,phrase,calque
傴和倶舍羅,伛和倶舍罗,upāya-kauśalya,5,6,4,0.833,0.5,off_by_one,phrase,calque
漚和,沤和,upāya,2,3,1,0.667,1.0,off_by_one,noun,calque
方便勝智,方便胜智,upāya-kauśalya,4,6,0,0.667,0.0,length_mismatch,phrase,calque
趺坐,趺坐,padmāsana,2,4,0,0.5,0.0,length_mismatch,verb,calque
殊特,殊特,viśeṣa,2,3,2,0.667,0.5,off_by_one,noun,calque
妙意,妙意,sumanas,2,3,2,0.667,0.5,off_by_one,noun,calque
持心,持心,citta,2,2,2,1.0,0.0,exact,noun,calque
火星,火星,aṅgāraka,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
誓願,誓愿,praṇidhāna,2,4,0,0.5,0.0,length_mismatch,noun,calque
天人,天人,dēvamanuṣya,2,4,0,0.5,0.0,length_mismatch,noun,calque
伽羅,伽罗,kālāguru,2,4,0,0.5,0.0,length_mismatch,noun,calque
頭闍耶晉,头阇耶晋,sudurjayā-bhūmi,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
今日,今日,adya,2,2,2,1.0,0.0,exact,noun,calque
不眴,不眴,animiṣa,2,4,0,0.5,0.0,length_mismatch,phrase,calque
海水,海水,sāgara,2,3,1,0.667,1.0,off_by_one,noun,calque
無言,无言,avāc,2,2,2,1.0,0.0,exact,phrase,calque
無言,无言,anabhilāpya,2,5,0,0.4,0.0,length_mismatch,phrase,calque
不可,不可,aśakya,2,3,2,0.667,0.5,off_by_one,adjective,calque
寶髻菩薩,宝髻菩萨,ratnacūḍa,4,4,4,1.0,0.0,exact,proper noun,calque
天樹王,天树王,pārijāta,3,4,3,0.75,0.333,off_by_one,noun,calque
大眾,大众,mahāsāṃghika,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
土地,土地,deśa,2,2,2,1.0,0.5,exact,noun,calque
周匝,周匝,anuparikṣipta,2,6,0,0.333,0.0,length_mismatch,verb,calque
槃大,槃大,vandhyā,2,2,2,1.0,0.5,exact,adjective,calque
賓客,宾客,atithi,2,3,2,0.667,0.5,off_by_one,noun,calque
偏執,偏执,durgṛhīta,2,4,0,0.5,0.0,length_mismatch,noun,calque
說假部,说假部,prajñaptivāda,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
雞胤部,鸡胤部,kaukkuṭika,3,4,3,0.75,0.333,off_by_one,proper noun,calque
法上部,法上部,Dharmôttarīya,3,4,3,0.75,0.0,off_by_one,proper noun,calque
法藏部,法藏部,dharmaguptaka,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
龍勝,龙胜,nāgārjuna,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
廣破論,广破论,vaidalyaprakaraṇa,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
根本中頌,根本中颂,mūlamadhyamakakārikā,4,9,0,0.444,0.0,length_mismatch,proper noun,calque
中觀論,中观论,madhyamakasastra,3,6,0,0.5,0.0,length_mismatch,proper noun,calque
無畏論,无畏论,akutobhayā,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
根本中論註,根本中论注,madhyamakavṛtti,5,6,4,0.833,0.5,off_by_one,proper noun,calque
般若燈論,般若灯论,prajñāpradīpa,4,5,4,0.8,0.5,off_by_one,proper noun,calque
般若燈,般若灯,prajñāpradīpa,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
般若燈論註,般若灯论注,prajñāpradīpaṭīkā,5,7,0,0.714,0.0,length_mismatch,proper noun,calque
中論註,中论注,madhyamaka-vṛtti,3,6,0,0.5,0.0,length_mismatch,proper noun,calque
壇罽膩吒王,坛罽腻吒王,kaniṣka,5,3,0,1.667,0.0,length_mismatch,proper noun,calque
割尼尸割王,割尼尸割王,kaniṣka,5,3,0,1.667,0.0,length_mismatch,proper noun,calque
諦義證得書,谛义证得书,tattvarthasūtra,5,5,5,1.0,0.2,exact,proper noun,calque
諦義證得經,谛义证得经,tattvarthasūtra,5,5,5,1.0,0.2,exact,proper noun,calque
真理證得經,真理证得经,tattvarthasūtra,5,5,5,1.0,0.2,exact,proper noun,calque
原理證得經,原理证得经,tattvarthasūtra,5,5,5,1.0,0.2,exact,proper noun,calque
烏瑪斯瓦提,乌玛斯瓦提,umāsvāti,5,4,4,1.25,0.5,off_by_one,proper noun,calque
寂護,寂护,śāntarakṣita,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
賢乘部,贤乘部,bhadrayānīya,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
制多山部,制多山部,caitya,4,2,0,2.0,0.0,length_mismatch,proper noun,calque
婆祇城,婆祇城,sāketa,3,3,3,1.0,0.0,exact,proper noun,calque
漸備一切智德經,渐備一切智德经,daśabhūmikasūtra,7,7,7,1.0,0.286,exact,proper noun,calque
十住經,十住经,daśabhūmikasūtra,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
佛說十地經,佛说十住经,daśabhūmikasūtra,5,7,0,0.714,0.0,length_mismatch,proper noun,calque
鴦崛髻經,鸯崛髻经,aṅgulimālīyasūtra,4,8,0,0.5,0.0,length_mismatch,proper noun,calque
支婁迦讖,支娄迦谶,lokakṣema,4,4,4,1.0,0.25,exact,proper noun,calque
不空,不空,amoghavajra,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
迦葉摩騰,迦叶摩腾,kāśyapamātaṅga,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
龍樹,龙树,nāgārjuna,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
提婆,提婆,āryadeva,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
寂天,寂天,śāntideva,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
支樓迦讖,支楼迦谶,lokakṣema,4,4,4,1.0,0.25,exact,proper noun,calque
清辨,清辨,bhāviveka,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
無羅叉,无罗叉,mokṣala,3,3,3,1.0,0.333,exact,proper noun,calque
金剛能斷般若波羅蜜經,金刚能断般若波罗蜜经,vajracchedikāprajñāpāramitāsūtra,10,13,0,0.769,0.0,length_mismatch,proper noun,calque
世親,世亲,vasubandhu,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
善無畏,善无畏,Śubhakarasiṃha,3,6,0,0.5,0.0,length_mismatch,proper noun,calque
金剛智,金刚智,vajrabodhi,3,4,3,0.75,0.333,off_by_one,proper noun,calque
事師法五十頌,事师法五十颂,Gurupañcāśikā,6,6,6,1.0,0.333,exact,proper noun,calque
密跡力士大權神王經偈頌,密迹力士大权神王经偈颂,Gurupañcāśikā,11,6,0,1.833,0.0,length_mismatch,proper noun,calque
天息災,天息灾,devaśāntika,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
佛說開覺自性般若波羅蜜多經,佛说开觉自性般若波罗蜜多心经,pañcasatikāprajñāpāramitā sūtra,13,13,13,1.0,0.231,exact,proper noun,calque
大三摩惹經,大三摩惹经,mahāsamājasūtra,5,7,0,0.714,0.0,length_mismatch,proper noun,calque
佛開解梵志阿颰經,佛开解梵志阿颰经,āmraṣṭhasūtra,8,5,0,1.6,0.0,length_mismatch,proper noun,calque
無著,无着,asaṅga,2,3,2,0.667,0.0,off_by_one,proper noun,calque
曇無讖,昙无谶,dharmakṣema 385-433,3,4,3,0.75,0.333,off_by_one,proper noun,calque
大方廣佛華嚴經,大方广佛华严经,avataṃsakasūtra,7,7,7,1.0,0.0,exact,proper noun,calque
大乘莊嚴經論,大乘庄严经论,Mahāyānasūtralāṃkāraśāstra,6,11,0,0.545,0.0,length_mismatch,proper noun,calque
分別善惡報應經,分别善恶报应经,Śukasūtra,7,4,0,1.75,0.0,length_mismatch,proper noun,calque
蓮花戒,莲花戒,kamalaśīla,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
月稱,月称,candrakīrtti,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
馬鳴,马鸣,aśvaghoṣa,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
度諸佛境界智光嚴經,度诸佛境界智光严经,tathāgataguṇajñānācintyaviṣayāvatāranirdeśasūtra,9,21,0,0.429,0.0,length_mismatch,proper noun,calque
佛華嚴入如來德智不思議境界經,佛华严入如来德智不思议境界经,tathāgataguṇajñānācintyaviṣayāvatāranirdeśasūtra,14,21,0,0.667,0.0,length_mismatch,proper noun,calque
大方廣入如來智德不思議經,大方广入如来智德不思议经,tathāgataguṇajñānācintyaviṣayāvatāranirdeśasūtra,12,21,0,0.571,0.0,length_mismatch,proper noun,calque
信力入印法門經,信力入印法门经,Śraddhābāladhānāavatāramudrāsūtra,7,14,0,0.5,0.0,length_mismatch,proper noun,calque
般若三藏,般若三藏,prajñā,4,2,0,2.0,0.0,length_mismatch,proper noun,calque
真諦,真谛,paramārtha,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
畢陵伽婆蹉,毕陵伽婆蹉,pilindavatsa,5,5,5,1.0,0.4,exact,proper noun,calque
